id	source	translation
600	蓋布四腳腳皆後垂如周制，遇暑則繫其前腳如唐制。”	蓋 四 脚 脚 脚 都 後 垂 如 同 周 代 制 度 ， 遇 到 暑 氣 就 繫 在 前 脚 如 同 唐 代 的 前 脚 。
601	英宗崩，宋次道誤為布襆頭，有司遂用民間幕喪之服，以今漆紗襆頭去其鐵腳而布裹之，前繫後垂而不可加冠，壞之而冠襆頭之失，自次道始也。	英 宗 去 世 ， 宋 次 道 誤 作 布 頭 ， 有 關 部 門 於 是 采 用 民 間 幕 喪 服 ， 用 現 今 漆 紗 頭 去 掉 鐵 脚 而 用 布 裹 住 ， 前 面 繫 後 垂 垂 而 不 可 加 冠 ， 毁 壞 了 而 冠 頭 的 頭 的 失 誤 ， 這 是 從 次 道 開 始 的 。
602	余謂四腳皆冠，今士大夫喪冠是也，大布之冠古也，四腳今也，於禮為繁矣。	我 認 爲 四 脚 都 戴 冠 ， 如 今 士 大 夫 喪 服 就 是 這 樣 ， 大 布 的 冠 是 古 代 的 禮 儀 ， 四 脚 是 今 日 的 禮 制 ， 於 禮 制 就 很 繁 雜 了 。
603	蕭賈竇氏兄弟同利，伯治要，仲治繁，季為士，逸飲無度，伯薄之，給與有限，仲數私為償其費，季德之，相親睦。	蕭 賈 竇 竇 氏 兄 弟 同 利 ， 伯 父 治 理 要 職 ， 伯 叔 治 理 繁 雜 ， 季 子 做 官 ， 他 放 縱 飲 酒 ， 飲 酒 放 縱 無 度 ， 伯 氏 對 他 輕 視 ， 給 予 俸 禄 有 限 ， 蕭 仲 多 次 私 自 爲 他 償 還 他 的 費 用 ， 蕭 季 數 次 私 下 幫 助 他 們 的 花 費 ， 互 相 親 近 。
604	伯既卒，仲之子復為士，游學京師，季始疑之：“彼能欺其兄而私我也，惡知其不欺我而私其子！”數以詆仲，仲實不私也，而無以自明，季終疑之，相與如仇。	伯 伯 去 世 後 ， 仲 之 的 兒 子 又 做 了 進 士 ， 在 京 城 游 學 ， 季 始 懷 疑 他 説 ： 他 能 欺 騙 他 兄 而 私 通 我 ， 怎 麽 知 道 他 不 欺 我 而 私 自 子 弟 呢! 多 次 用 詆 毁 仲 ， 仲 實 實 不 是 私 情 ， 但 没 有 明 白 自 己 ， 季 終 相 互 猜 疑 ， 互 相 猜 疑 。
605	嗟乎！不慎其始，卒以相詆。	唉 ！ 不 謹 慎 其 開 始 ， 終 於 相 互 詆 毁 。
606	《爾雅》：“哉，始也。”	《 爾 雅 》 説 ： 啊 ， 開 始 。
607	注云：《尚書》曰：“三月哉生魄。”，《釋文》云：“亦作裁。”	注 釋 説 ： 《 尚 書 》 説 ： 三 月 而 生 魄 。 《 釋 文 》 説 : 也 叫 裁 。
608	疏云：“古文作才，以聲近借為哉始之哉也。”	疏 説 ： 古 文 作 才 ， 以 聲 近 而 借 作 爲 什 麽?
609	余按《說文》：“才，草木之初生也。”	我 根 據 《 説 文 》 説 ： 才 ， 草 木 之 始 。
610	“哉，言之間也。”	啊 ， 是 言 語 之 間 的 間 隔 。
611	當作才，非借也。	應 當 作 才 ， 不 是 借 用 。
612	又按《集韻》云：“繒一人色曰纔。”	又 按 《 集 韵 》 説 ： 一 人 顔 色 是 纔 纔 稱 纔 。
613	借作才，非是。	借 作 才 能 ， 不 是 這 樣 的 。
614	無為軍巢縣拓皋鎮永寧院。	無 爲 軍 巢 縣 拓 皋 鎮 永 寧 院 。
615	有雀棲於庭松，累日不去，遣取視之，已立化矣；盛夏極暑，經涉月餘，形質不壞，軒喙鼓冀，有騰翥之狀。	有 有 雀 栖 息 在 庭 院 的 松 樹 上 ， 幾 天 不 離 去 ， 派 人 去 看 ， 已 經 立 即 變 化 ； 盛 夏 極 暑 ， 經 過 一 個 多 月 ， 形 質 不 變 ， 軒 喙 鼓 翅 ， 有 騰 騰 的 態 度 。
616	阿井在陽穀縣故東阿城中，惟二井甘水也，相傳秤之比他水重爾。	阿 井 在 陽 穀 縣 原 來 的 東 阿 城 中 ， 祇 有 二 井 甘 美 的 水 ， 相 傳 相 傳 秤 它 比 其 他 水 比 較 重 。
617	廣濟衙門之上有石榴木，相傳久矣。	廣 濟 衙 門 之 上 有 石 榴 樹 ， 相 傳 已 久 了 。
618	元豐末枯死，既而軍廢為縣；元祐初復生，而軍復。	元 元 末 年 枯 死 ， 不 久 軍 廢 爲 縣 ； 元 祐 初 年 又 生 出 ， 而 軍 恢 復 。
619	教坊之樂以不齊，凡樂作不偕作，止不偕止，以先後次第而起止，故婉而長，然亦未始不齊也。	教 坊 的 音 樂 因 爲 不 齊 ， 凡 是 樂 器 不 一 起 奏 樂 ， 停 止 不 同 時 停 止 ， 因 爲 先 後 依 次 而 起 ， 所 以 婉 而 長 ， 然 而 也 没 有 不 齊 齊 的 。
620	余於此得為政之法焉。	我 在 這 裏 得 到 了 治 理 政 事 的 方 法 。
621	蜀中有小車，獨推，載八石，前如牛頭；又有大車，用四人推，載十石。	蜀 蜀 中 有 小 車 ， 獨 推 ， 載 八 石 ， 前 面 像 牛 頭 一 樣 大 ； 又 有 大 車 ， 用 四 人 推 ， 運 載 十 石 。
622	蓋木牛流馬也。	大 概 是 木 牛 流 馬 。
623	中秋陰暗，天下如一，中秋無月，則兔不孕，蚌不胎，蕎麥不實。	中 秋 陰 暗 ， 天 下 如 一 ， 中 秋 没 有 月 ， 那 麽 兔 就 不 孕 ， 蚌 不 孕 胎 ， 蕎 麥 不 結 實 。
624	兔望月而孕，蚌望月而胎，蕎麥得月而秀。	兔 望 月 而 懷 孕 ， 蚌 窺 月 而 胎 育 ， 蕎 麥 得 月 而 秀 出 。
625	世兔皆雌，惟月兔雄爾，故望月而孕。	世 上 的 兔 都 是 雌 ， 祇 有 月 兔 雄 ， 所 以 望 月 而 懷 孕 。
626	蜀稻先蒸而後炒，謂之“火米”，可以久積，以地潤故也。	蜀 稻 先 蒸 而 後 炒 ， 叫 做 火 米 ， 可 以 長 久 積 存 ， 是 因 爲 地 勢 潤 澤 的 緣 故 。
627	蒸用大木空中為甑，盛數石，炒用石板為釜，凡數十石。	蒸 用 大 木 在 中 間 做 成 ， 盛 數 石 ， 炒 用 石 板 做 釜 ， 共 計 數 十 石 。
628	油、絹、紙、石灰、麥糠、馬矢糞草皆能出火。	油 、 絹 、 紙 、 石 灰 、 麥 糠 、 馬 矢 糞 草 都 能 出 火 。
629	廬州有坐化貓，峽中有坐化胡孫，李公擇家有坐化蛇，唐有鸚鵡舍利。	廬 廬 州 有 坐 化 猫 ， 峽 中 有 座 坐 化 胡 孫 ， 李 公 擇 家 有 坐 移 蛇 ， 唐 代 有 鸚 鵡 舍 利 。
630	鄆州陽穀，自國初已來，不訴災傷。	州 陽 穀 縣 ， 自 從 國 初 以 來 ， 不 上 訴 災 害 。
631	漢州德陽及峽中定軍山皆有八陣圖，定軍山下土堆也。	漢 州 德 陽 及 峽 中 定 軍 山 都 有 八 陣 圖 ， 是 定 軍 的 山 下 土 堆 。
632	李昊範仁恕勸蜀主不拒而降	李 李 昊 範 仁 恕 勸 蜀 主 不 拒 絶 而 投 降 而 降 服 而 後 投 降 了 。
633	王師初伐蜀，李昊、范仁恕勸後主不拒而降，不聽。	王 師 剛 剛 討 伐 蜀 國 ， 李 昊 、 范 仁 恕 勸 説 後 主 不 拒 絶 而 投 降 ， 不 聽 從 。
634	雍則仁恕之後也。	雍 雍 就 是 仁 恕 的 後 代 。
635	某官杜子民言：“大陸，今黎陽是也；自此而西北降水，疑安陽河是也。”	某 官 杜 子 民 説 ： 大 陸 ， 今 黎 陽 ， 從 這 以 西 西 降 水 ， 疑 是 安 陽 河 。
636	大陸，邢州鉅鹿泊也，過此為九河。	大 大 陸 ， 是 邢 州 鉅 鹿 泊 ， 經 過 這 裏 成 爲 九 河 。
637	父老言，九河者正流分為支流，同為逆河者，為潮水所逆，行十餘里，邊海又有潮河，自西山來，經塘泊。	父 老 説 ， 九 河 的 正 流 分 爲 支 流 ， 同 爲 逆 河 的 ， 被 潮 水 冲 走 ， 行 程 十 多 里 ， 邊 海 又 有 潮 河 ， 從 西 山 來 ， 經 過 塘 泊 。
638	李相昉在周朝知開封府，人望已歸太祖，而昉獨不附。	李 相 昉 在 周 朝 任 開 封 府 知 府 ， 人 們 的 名 望 已 經 歸 附 太 祖 ， 而 李 昉 獨 自 不 歸 附 。
639	王師入京，昉又獨不朝，貶道州司馬。	王 師 進 入 京 城 ， 李 昉 又 獨 自 不 上 朝 ， 貶 爲 道 州 司 馬 。
640	昉步行日十數里，監者中人問其故，曰：“須後命爾。”	周 昉 步 行 走 十 幾 里 ， 監 視 的 人 問 他 原 因 ， 周 昉 説 ： 等 待 命 令 罷 了 。
641	上聞之，詔乘馬，乃買驢而去。	皇 上 聽 説 後 ， 下 詔 乘 坐 馬 ， 於 是 買 了 驢 而 離 去 。
642	三歲，徙延州別駕。	三 年 ， 調 任 延 州 别 駕 。
643	在延州為生業以老，三歲當徙，昉不願內徙。	在 在 延 州 做 生 産 因 爲 年 紀 老 了 ， 三 年 應 當 遷 徙 ， 李 昉 不 願 遷 徙 到 内 地 。
644	後二年，宰相薦其可大用，召判兵部。	後 來 二 年 ， 宰 相 推 薦 他 可 以 大 用 ， 召 回 判 兵 部 。
645	昉五辭，行至長安，移疾六十日，中使促之行，至洛陽，又移疾三十日而後行。	周 昉 五 次 推 辭 ， 走 到 長 安 ， 有 病 六 十 天 ， 宦 官 催 促 他 前 往 ， 到 洛 陽 ， 又 移 疾 三 十 天 纔 行 。
646	既至，上勞之，昉曰：“臣前日知事周而已，今以事周之心事陛下。”	到 了 以 後 ， 皇 上 慰 勞 他 ， 李 昉 説 ： 臣 以 前 知 道 事 情 而 已 ， 如 今 以 事 奉 周 公 的 心 意 來 事 奉 陛 下 。
647	上大喜，曰：“宰相不謬薦人。”	皇 上 非 常 高 興 ， 説 ： 宰 相 不 當 推 薦 人 才 。
648	《詩》云：“惟寡婦之笱。”	《 詩 經 》 説 ： 祇 有 寡 婦 之 。
649	寡婦乃用笱爾，古之漁笱，亦有制也。	寡 寡 婦 纔 用 ， 古 代 的 漁 ， 也 有 制 度 。
650	陳恕領春官，以王文正為舉首，歲中，拔劉子儀于常選，自云：“吾得二俊，名世才也。”是不愧於知人。	陳 恕 領 春 官 ， 以 王 文 正 爲 首 ， 一 年 中 ， 把 劉 子 儀 選 拔 到 常 選 ， 自 己 説 ： 我 得 到 二 俊 ， 是 名 世 才 能 的 人 。 這 就 不 愧 於 知 人 。
651	楊文公以為然，謂王楊休山立，宗廟器也。	楊 文 公 認 爲 這 樣 ， 認 爲 王 楊 休 山 立 ， 是 宗 廟 的 器 器 。
652	嘉州舊產紫竹、楠、榴、櫻木等，仕于蜀者，競采之以為器，人甚苦之，吳中復作《嘉陽四詠》詩以悼之。	嘉 嘉 年 間 有 紫 竹 、 楠 木 、 櫻 樹 等 ， 在 蜀 地 做 官 的 人 ， 競 相 采 用 它 作 器 ， 人 們 十 分 痛 苦 ， 吴 中 又 作 《 嘉 陽 四 詠 》 來 悼 念 他 。
653	章氏之先起家為將，為王氏守北邊，號太傅，其妻連氏，封郡君。	章 氏 的 祖 先 起 家 爲 將 ， 爲 王 氏 守 衛 北 部 ， 號 稱 太 傅 ， 他 的 妻 子 連 氏 ， 封 郡 君 。
654	太傅嘗因事欲斬兩卒，郡君苦救之不得，乃陰縱之。	太 傅 曾 經 因 事 想 殺 兩 名 士 兵 ， 郡 君 苦 於 救 援 不 得 ， 於 是 暗 中 放 了 他 們 。
655	兩卒奔江南，皆為將。	兩 個 士 兵 逃 奔 到 江 南 ， 都 做 了 將 領 。
656	閩之亂也，李氏使兩卒將而攻之，太傅已卒，其子守之，兩卒使人諭郡君言“城旦暮當破，郡君無憂也”。	閩 國 作 亂 時 ， 李 氏 派 兩 個 士 兵 率 領 軍 隊 去 攻 打 他 們 ， 太 傅 已 經 去 世 ， 他 的 兒 子 守 城 ， 兩 位 士 卒 派 人 告 訴 郡 君 説 ： 城 旦 早 晚 將 要 攻 破 ， 郡 君 没 有 憂 慮 。
657	郡君報曰：“爾全我一家何濟？不若完此一城。”	郡 郡 君 回 答 説 ： 你 保 全 我 一 家 爲 什 麽? 不 如 完 成 這 一 城 。
658	兩將許之，諭使降，卒完一城。	兩 位 將 領 答 應 了 ， 勸 他 投 降 ， 最 終 完 成 了 一 座 城 池 。
659	此其所以有後也。	這 就 是 他 們 的 後 代 。
660	世以癩疾鼻陷為死證，劉貢父晚有此疾，又嘗坐和蘇子瞻詩罰金。	世 人 以 疾 鼻 陷 爲 死 證 ， 劉 貢 父 晚 年 有 這 種 病 ， 又 曾 因 和 蘇 子 瞻 詩 而 被 罰 金 。
661	元祐中，同為從官，貢父曰：“前於曹州，有盜夜入人家，室無物，但有書數卷爾。	元 祐 年 間 ， 張 同 爲 從 官 ， 張 貢 父 説 ： 前 在 曹 州 ， 有 盗 賊 夜 晚 進 入 别 人 家 ， 房 屋 没 有 物 品 ， 祇 有 書 數 卷 。
662	盜忌空還，取一卷而去。	盗 賊 忌 恨 空 船 返 回 ， 取 一 卷 書 後 離 去 。
663	乃舉子於所著五七言也。	於 是 舉 薦 他 所 著 的 五 七 言 詩 。
664	就庫家質之，主人喜事，好其詩不舍手。	到 庫 裏 質 問 ， 主 人 喜 歡 談 論 事 情 ， 喜 歡 他 的 詩 不 放 下 手 。
665	明日盜敗，吏取其書，主人賂吏而私錄之，吏督之急，且問其故，曰：‘吾愛其語，將和之也。’吏曰：‘賊詩不中和也。’”，子瞻亦曰：“少壯讀書，頗知故事。孔子嘗出，顏、仲二子行而過市，而卒遇其師，子路趫捷，躍而升木，顏淵懦緩，顧無所之，就市中刑人所經幢避之，所謂‘石幢子’者。既去，市入以賢者所至，不可復以故名，遂共謂‘避孔塔。’”，坐者絕倒。	第 二 天 盗 賊 失 敗 ， 官 吏 收 取 了 他 的 書 信 ， 主 人 賄 賂 吏 人 而 私 自 抄 録 ， 吏 卒 督 促 他 們 ， 并 問 他 的 原 因 ， 并 且 問 他 們 的 話 ， 説 ： 我 們 喜 歡 他 的 詩 歌 ， 將 要 和 他 們 一 起 唱 和 。 吏 人 説 : 賊 寇 詩 不 中 和 ， 很 瞭 解 舊 例 。 官 吏 説 ：'小 孩 子 也 讀 書 ， 頗 知 舊 事 。 孔 子 曾 出 來 ， 顔 、 仲 二 子 出 行 時 經 過 市 上 ， 最 終 遇 到 他 們 師 長 ， 子 路 敏 捷 ， 躍 馬 而 上 ， 顔 淵 怯 懦 ， 回 到 市 上 就 不 能 前 進 ， 就 去 了 市 中 的 刑 人 所 經 過 的 地 方 ， 他 們 看 到 了 市 上 的 刑 法
666	魯直為禮部試官，或以柳枝來，有法官曰：“漏泄春光有柳條。”	魯 直 任 禮 部 考 官 ， 有 人 拿 柳 枝 來 ， 有 法 官 説 ： 漏 泄 春 光 有 柳 條 。
667	魯直曰：“榆條準此。”	魯 直 説 ： 榆 條 依 照 這 樣 。
668	蓋律語有“餘條準此”也。	大 概 是 律 語 中 有 餘 條 依 照 此 條 。
669	一坐大哄，而文吏共深恨之。	一 座 座 人 大 爲 哄 動 ， 而 文 官 共 同 深 深 恨 他 。
670	閩中諸縣，多至十萬戶，堅忍喜訟，號難治，邵武其尤者。	閩 中 各 縣 ， 多 至 十 萬 户 ， 堅 决 喜 歡 争 訟 ， 號 稱 難 治 ， 邵 武 最 爲 其 中 。
671	自國初迄今，有四令：張鄧公、杜宗會，其二人則忘之矣。宗會，澶州人。	從 國 初 到 今 ， 有 四 個 令 ： 張 鄧 公 、 杜 宗 會 ， 其 二 人 就 忘 了 。 宗 會 是 州 人 。
672	趙普請繕都城，太祖不可，曰：“使寇至此，其誰駐足乎？”	趙 趙 普 請 求 修 繕 都 城 ， 太 祖 不 同 意 ， 説 ： 使 敵 寇 來 到 這 裏 ， 誰 能 駐 足 呢?
673	王師既平蜀，詔昶赴闕，曹武肅王密奏曰：“孟昶王蜀三十年，而蜀道千餘里，請族孟氏而赦其臣，以防變。”	王 師 平 定 蜀 地 後 ， 詔 令 孟 昶 前 往 京 城 ， 曹 武 肅 王 秘 密 上 奏 説 ： 孟 昶 在 蜀 三 十 年 ， 而 蜀 道 千 餘 里 ， 請 求 族 滅 孟 昶 而 赦 免 他 的 臣 下 ， 以 防 止 變 亂 。
674	太祖批其後曰：“你好雀兒腸肚。”	太 祖 批 評 他 的 後 面 説 ： 你 是 好 雀 兒 腸 肚 。
675	蜀平，二曹、潘美自蜀還，既對，太祖為內燕，惟三將與秦、晉兩王爾。	蜀 平 定 後 ， 二 曹 、 潘 美 從 蜀 返 回 ， 回 答 後 ， 太 祖 爲 内 燕 ， 祇 有 三 位 將 領 和 秦 、 晋 兩 王 罷 了 。
676	既入，乃福寧殿，席地而坐，陳彘肉白熟，情意款押，酒終設飯。	進 入 後 ， 就 是 福 寧 殿 ， 席 地 坐 在 地 上 ， 陳 列 猪 肉 、 白 熟 熟 肉 ， 情 意 懇 切 ， 飲 酒 結 束 ， 酒 完 畢 設 飯 食 。
677	三將皆曰：“朝廷事力寡薄，致陛下燕設不豐。”	三 三 將 都 説 ： 朝 廷 的 事 力 少 ， 致 使 陛 下 的 宴 會 不 豐 厚 。
678	上曰：“豈止寡薄，此飯乃乞來。”	皇 上 説 ： 難 道 祇 是 寡 薄 ， 這 飯 纔 乞 求 來 。
679	三將莫測，曰：“近從江南乞此米也。”	三 位 將 領 不 知 道 ， 説 ： 近 來 從 江 南 向 皇 帝 求 米 。
680	秘閣畫有梁文瓚《五星二十八宿圖》，李公麟謂不減吳生婦女，疑蜀手也。	秘 閣 畫 有 梁 文 《 五 星 二 十 八 宿 圖 》 ， 李 公 麟 認 爲 不 如 吴 生 婦 女 ， 恐 怕 是 蜀 地 人 。
681	諺曰：“黃鵪口噤，蕎麥斗金。”	諺 語 説 ： 黄 口 噤 ， 蕎 麥 斗 金 。
682	夏中候黃鵪不鳴，則蕎麥可廣種也；八月一日雨，則角田不熟。	夏 季 候 候 黄 不 鳴 ， 則 蕎 麥 可 以 廣 種 ； 八 月 一 日 下 雨 ， 則 角 田 不 能 成 熟 。
683	角田，豆也。	角 田 ， 是 豆 。
684	角者，莢之訛也。	角 ， 是 莢 的 訛 誤 。
685	婺州李翁與鄉人如五臺山，眾少皆騎，翁老且躄，獨徒行。	婺 婺 州 李 翁 與 同 鄉 人 一 起 到 五 臺 山 ， 衆 人 少 都 騎 馬 ， 翁 年 老 了 ， 獨 自 步 行 。
686	既至，眾所見瑞相如常，翁與山東老人所見寶閣千疊，山東老人持菩薩戒四十年矣。	到 了 ， 衆 人 所 見 的 瑞 相 如 同 平 常 ， 翁 翁 與 山 東 老 人 所 看 到 的 寶 閣 有 千 層 ， 山 中 老 人 持 菩 薩 戒 戒 四 十 年 了 。
687	釋氏之願，儒者所謂志也。	釋 氏 的 願 望 ， 是 儒 者 所 説 的 志 向 。
688	志則欲遠大，遠大則所成就者不小矣；若其所志近，則其所成就何足道哉！如志在萬里，則行不千里而已也。	志 則 要 遠 大 ， 遠 大 就 不 小 了 ； 如 果 他 的 志 向 近 ， 那 麽 他 的 成 就 就 不 足 道 了 ！ 如 果 志 向 在 萬 里 之 外 ， 就 行 走 不 到 千 里 而 已 。
689	近年華山毛女峰，有隸字曰“茯苓”，下云：“諸山皆假，惟此者真。一旦一丸，三斗三斤。”	近 年 華 山 毛 女 峰 ， 有 隸 字 叫 茯 苓 ， 下 面 説 ： 各 山 都 是 假 ， 祇 有 這 一 種 真 。 一 天 一 丸 ， 三 斗 三 斤 。
690	疑為服茯苓法一也。	懷 疑 是 服 用 茯 苓 法 的 第 一 條 。
691	今山下人用三斗水煮藥三斤，水盡為度，蜜和而蒸，服而不丸。	如 今 山 下 人 用 三 斗 水 煮 藥 三 斤 ， 水 盡 爲 止 ， 蜜 和 而 蒸 烤 ， 服 而 不 丸 。
692	道者趙翁云：“蓋茯苓不蒸煮，不能去陰氣也。”	道 士 趙 翁 説 ： 大 概 茯 苓 不 蒸 煮 ， 不 能 去 除 陰 氣 。
