id	source	translation
340	都市大賈趙氏，世居貨寶，言玉帶有刻文者皆有疵疾，以蔽映爾，美玉蓋不琢也。	The Clerk in the Hall of Prolonged Joy Dou Wu was a man from a wealthy family who came from a large family. He rode in a carriage drawn by oxen, and he rode in the open carriages drawn by horses, always dressed in fine dress, with a cap of fine silk, and with a fine seal and a ribbon of nobility. He could speak well and could read the classics, but he could not keep up with the arguments.
341	比歲杭、揚兩州化洛石為假帶，質如瑾瑜，然可辨者，以有光也。	In this year Bing and Bing [Zhao Yu] were established as provinces for the first time, and as a result there was trade in silk and silk.It was like going to the Wu and Bing provinces, but where there was no-one who knew what to do.
342	王沂公之先為農，與其徒入山林，以酒行，既飲，先後至失酒，顧草間有醉蛇，倒而捋之，得酒與血，怒而飲焉。	The King of WEI was a man from a simple family who had come from a poor family. He had been brought up by the family of the excellencies and ministers, but he was ashamed to be a part of such a group. He used to beg for food, and when he was hungry he would go to the market-place to ask for food. He broke open his shoes and ate the meat, and he used the bones to make gruel. Then he drank the meat and ate it. He took the bones and gave it to his friends. He came to the gate of the palace.
343	昏閉倒臥，明日方醒，視背傍積虱成堆，自是無虱終身。	Then, however, there was a great famine and there was no food for the whole empire, and all the scholars and gentlemen who worked in the fields were discouraged and discouraged. As a result, they fell into oblivion, and no-one knew how to cope with the situation.
344	浙西地下積水，故春夏厭雨。	The west of the mountains was flooded with floods, and the water was still rising in the Chong River.
345	諺曰：“夏旱修倉，秋旱離鄉。”	"Cao Cao said to his attendants, ""This is the time that the Xiaozhi style of the past isdifferent to that of the present, and it is not the same as the ways of the Xiaoping barbarians."
346	浙東地高燥，過雨即乾，故春得雨即耕，然常患少耳。	"""In ancient times, when the emperor was young and young, there were few people in the capital, but there was always good food and drink, and there was plenty of good food."
347	穎諺云：“子過母，當暑而涼，水退而魚潛：皆為大水之候。”	Cao Cao also appointed Zao Zhi as Senior Clerk in the office of the Palace Attendant, and Zang Hong of Chenliu as his nephew. He set up schools in the valleys and valleys, and he also built dams and dams to keep water in the rivers. He built dams, and water ran off the Si River to keep the rivers running.
348	穎人謂前水為母，後水為子，水日至日長，勢不能大，水定而復來，後水大於前水，為子勝母。	In the autumn, in the sixth month, when the people of the Wuhuan came to the water, five hundred thousand of them came down from the north to visit the river. The water was muddy and the river was muddy, and the men's shoes were ruined. The days of the rains came more frequently, and in the fifth month there was a frost frost in the west. The day of the second day [of the second month] was the day of raining rain, and as the water came down more steadily, there was another day below the ground. The clouds of the sun came down as as the river crossed the Yangzi.
349	水終魚當大出，河濱之人厭於食鮮，水退而魚不出，為潛云。	Gongsun Zu came out to visit him, and he was very pleased with him. When he came back from the Huai River he did not come out to join him, but only came out by water to drink.
350	田理有橫直，民間謂之立土、橫土，立土不可稻，為其不停水也。	Hou Fu was a man of rough country who lived in the south of the empire. He thought to think only of the people of his territory, and he had no idea what to do. Because he was young, however, he could not make plans for his own territory, so he gave up the idea of shifting the territory.
351	許安世家有伯戊樽，如今羯鼔鞚也。	and Xu Sheng of Xu city was a man from the same clan as Lu Bu. He was respected and respected by all the people of the empire, but he never made trouble with the law.
352	畔邑家令周陽家金鐘，容十斗，重三十八斤，以今衡量校之，容水三斗四升，重十九斤爾。	Tian Feng was impeached as a convict, and he was sent to the county office of Chang'an. At this time he was fourteen feet-six feet-tall, with six feet of railings, and three hundred feet of wooden logs. At the end of his tunnel he was numbered by the hundreds of thousands, and in the middle of his journey he travelled only forty feet through the Three Adjuncts. At night, when he was passing through the Shanglin Pass, he was required to pass through thirty-seven sections of thirty sections of forty-four sections of wilderness.
353	諺語曰：“田怕秋旱，人畏老貧。”	"Cao Cao said to his attendants, ""The people of SHU have been suffering the oppression of the men of Faction, and they should be allowed to live in the same manner as you."
354	又曰：“夏旱修倉，秋旱離鄉。”	Cao Cao followed this advice, and he turned to the Di barbarians of Jing province to say that they should be settled.
355	歲自處暑至白露不雨，則稻雖秀而不實，吳地下濕不積，一凶則飢矣。	In the course of this year, however, there have been many misfortunes which have come about because of a stupid policy, and the ruler has not been able to keep himself under control. If he ignores the warnings of old times, then even if you still held high position, it would still be difficult to keep him under control, and even if there were no quarrels, there could still be a great great leak of water.
